participant.code,session.code,group.id_in_subsession,player.hours_stated,equal,group,channel,Chat_subject,Chat_group_all,Chat_sel
uqdre70y,an25e9i7,15,50.0,True,an25e9i715,18-FHM-59,"Klar, wieso nicht... Wie hoch würdest du pokern? würde denke ich nicht zu hoch gehen, sodass man noch eine Auszahlung bekommt top genau :-)  tschö","Hey Sollen wir was hohes angeben und hoffen, dass wir nicht überprüft werden? :D Klar, wieso nicht... Wie hoch würdest du pokern? würde denke ich nicht zu hoch gehen, sodass man noch eine Auszahlung bekommt Wegen mir gerne viel, bei den 20 Minuten die wir hier am PC ""arbeiten"" dafür ist es mir egal wenn wir am Ende doch nur 2 Euro kriegen :D wie siehst du das? Ah ok :D Was würdest du dann vorschlagen? 50? top Perekt perfekt Dann können wir den Chat beenden oder? genau :-)  alles klar, tschüss :) tschö","Hey Sollen wir was hohes angeben und hoffen, dass wir nicht überprüft werden? :D Klar, wieso nicht... Wie hoch würdest du pokern? würde denke ich nicht zu hoch gehen, sodass man noch eine Auszahlung bekommt Wegen mir gerne viel, bei den 20 Minuten die wir hier am PC ""arbeiten"" dafür ist es mir egal wenn wir am Ende doch nur 2 Euro kriegen :D wie siehst du das? Ah ok :D Was würdest du dann vorschlagen? 50? top Perekt perfekt Dann können wir den Chat beenden oder? genau :-)  alles klar, tschüss :) tschö"
d7kzgk57,an25e9i7,15,50.0,True,an25e9i715,18-FHM-59,"Hey Sollen wir was hohes angeben und hoffen, dass wir nicht überprüft werden? :D Wegen mir gerne viel, bei den 20 Minuten die wir hier am PC ""arbeiten"" dafür ist es mir egal wenn wir am Ende doch nur 2 Euro kriegen :D wie siehst du das? Ah ok :D Was würdest du dann vorschlagen? 50? Perekt perfekt Dann können wir den Chat beenden oder? alles klar, tschüss :)","Hey Sollen wir was hohes angeben und hoffen, dass wir nicht überprüft werden? :D Klar, wieso nicht... Wie hoch würdest du pokern? würde denke ich nicht zu hoch gehen, sodass man noch eine Auszahlung bekommt Wegen mir gerne viel, bei den 20 Minuten die wir hier am PC ""arbeiten"" dafür ist es mir egal wenn wir am Ende doch nur 2 Euro kriegen :D wie siehst du das? Ah ok :D Was würdest du dann vorschlagen? 50? top Perekt perfekt Dann können wir den Chat beenden oder? genau :-)  alles klar, tschüss :) tschö","Hey Sollen wir was hohes angeben und hoffen, dass wir nicht überprüft werden? :D Klar, wieso nicht... Wie hoch würdest du pokern? würde denke ich nicht zu hoch gehen, sodass man noch eine Auszahlung bekommt Wegen mir gerne viel, bei den 20 Minuten die wir hier am PC ""arbeiten"" dafür ist es mir egal wenn wir am Ende doch nur 2 Euro kriegen :D wie siehst du das? Ah ok :D Was würdest du dann vorschlagen? 50? top Perekt perfekt Dann können wir den Chat beenden oder? genau :-)  alles klar, tschüss :) tschö"
bzzbu3tn,an25e9i7,16,30.0,True,an25e9i716,18-FHM-60,"vielleicht 30? Genau, aber kann ja trotzdem passieren Was würdest du nehmen Bist du ein Zocker^^ Wenn ja dann können wir 60 nehmen finde 30 eigtl ok 10 Euro ist auch verlockend haha ok also 60 oder 30","Was würdest du eingeben? vielleicht 30? Wenn wir beide das Gleiche eingeben, werden wir nicht automatisch überprüft, richtig? Genau, aber kann ja trotzdem passieren Was würdest du nehmen Bei 30 könnten wir dann 2 euro verlieren, aber wir können es ja riskieren 30 ist okay oder halt volles Risiko und 60 Bist du ein Zocker^^ Wenn ja dann können wir 60 nehmen finde 30 eigtl ok Bei 10 Euro hat man wenigsten wirklich was raus bei dem Experiment :D Gut, dann nehmen wir 30 :) 10 Euro ist auch verlockend haha ok also 60 oder 30","Was würdest du eingeben? vielleicht 30? Wenn wir beide das Gleiche eingeben, werden wir nicht automatisch überprüft, richtig? Genau, aber kann ja trotzdem passieren Was würdest du nehmen Bei 30 könnten wir dann 2 euro verlieren, aber wir können es ja riskieren 30 ist okay oder halt volles Risiko und 60 Bist du ein Zocker^^ Wenn ja dann können wir 60 nehmen finde 30 eigtl ok Bei 10 Euro hat man wenigsten wirklich was raus bei dem Experiment :D Gut, dann nehmen wir 30 :) 10 Euro ist auch verlockend haha ok also 60 oder 30"
bz4c5nrh,an25e9i7,16,30.0,True,an25e9i716,18-FHM-60,"Was würdest du eingeben? Wenn wir beide das Gleiche eingeben, werden wir nicht automatisch überprüft, richtig? Bei 30 könnten wir dann 2 euro verlieren, aber wir können es ja riskieren 30 ist okay oder halt volles Risiko und 60 Bei 10 Euro hat man wenigsten wirklich was raus bei dem Experiment :D Gut, dann nehmen wir 30 :)","Was würdest du eingeben? vielleicht 30? Wenn wir beide das Gleiche eingeben, werden wir nicht automatisch überprüft, richtig? Genau, aber kann ja trotzdem passieren Was würdest du nehmen Bei 30 könnten wir dann 2 euro verlieren, aber wir können es ja riskieren 30 ist okay oder halt volles Risiko und 60 Bist du ein Zocker^^ Wenn ja dann können wir 60 nehmen finde 30 eigtl ok Bei 10 Euro hat man wenigsten wirklich was raus bei dem Experiment :D Gut, dann nehmen wir 30 :) 10 Euro ist auch verlockend haha ok also 60 oder 30","Was würdest du eingeben? vielleicht 30? Wenn wir beide das Gleiche eingeben, werden wir nicht automatisch überprüft, richtig? Genau, aber kann ja trotzdem passieren Was würdest du nehmen Bei 30 könnten wir dann 2 euro verlieren, aber wir können es ja riskieren 30 ist okay oder halt volles Risiko und 60 Bist du ein Zocker^^ Wenn ja dann können wir 60 nehmen finde 30 eigtl ok Bei 10 Euro hat man wenigsten wirklich was raus bei dem Experiment :D Gut, dann nehmen wir 30 :) 10 Euro ist auch verlockend haha ok also 60 oder 30"
8y2729xk,an25e9i7,17,60.0,False,an25e9i717,18-FHM-61,"Lass uns mehr angeben, Hauptsache die gleiche Zahl oder? 60? maximal sind 60 erlaubt, also das maximale.  lass uns dann 60 eintippen und weiter machen","Hey, wie viele Überstunden werden wir angeben? 10 oder mehr? Lass uns mehr angeben, Hauptsache die gleiche Zahl oder? 60? Wir können ja von der Auszahlung nur 20 Überstunden angeben, soweit ich das verstehe müssen wir dann 20 Überstunden oder 60 insgesamt angeben. :-) Bin dabei :-) maximal sind 60 erlaubt, also das maximale.  lass uns dann 60 eintippen und weiter machen Alles klar :-)  Top :-) Dann verlassen wir den Chat jetzt :-)","Lass uns mehr angeben, Hauptsache die gleiche Zahl oder? 60? maximal sind 60 erlaubt, also das maximale.  lass uns dann 60 eintippen und weiter machen"
byf3zsca,an25e9i7,17,20.0,False,an25e9i717,18-FHM-61,"Hey, wie viele Überstunden werden wir angeben? 10 oder mehr? Wir können ja von der Auszahlung nur 20 Überstunden angeben, soweit ich das verstehe müssen wir dann 20 Überstunden oder 60 insgesamt angeben. :-) Bin dabei :-) Alles klar :-)  Top :-) Dann verlassen wir den Chat jetzt :-)","Hey, wie viele Überstunden werden wir angeben? 10 oder mehr? Lass uns mehr angeben, Hauptsache die gleiche Zahl oder? 60? Wir können ja von der Auszahlung nur 20 Überstunden angeben, soweit ich das verstehe müssen wir dann 20 Überstunden oder 60 insgesamt angeben. :-) Bin dabei :-) maximal sind 60 erlaubt, also das maximale.  lass uns dann 60 eintippen und weiter machen Alles klar :-)  Top :-) Dann verlassen wir den Chat jetzt :-)","Hey, wie viele Überstunden werden wir angeben? 10 oder mehr? Wir können ja von der Auszahlung nur 20 Überstunden angeben, soweit ich das verstehe müssen wir dann 20 Überstunden oder 60 insgesamt angeben. :-) Bin dabei :-) Alles klar :-)  Top :-) Dann verlassen wir den Chat jetzt :-)"
e25wfxmd,an25e9i7,18,10.0,True,an25e9i718,18-FHM-62,"mir wurde 10 gesagt, dir auch? dann geben wir das auch so an, wenn sie uns das nächste Mal fragen. Einverstanden? wir können auch beide mehr sagen hm, ja die Frage ist: ist es dir das wert? willst du lieber mit 2 Euro heute nach Hause gehen oder mit mehr? wenn wir 60 sagen, wird uns die differenz zu 10 abgezogen: also -50. dann hätten wir gar nichts mehr, weil wir ja 40 bekommen und 10 für die  überstunden also ich könnte mich noch drauf einlassen, 20 zu sagen. dann würden uns maximal 10 abgezogen werden. dann hätten wir immer noch 2€ + 40 punkte (=4 €) aber andererseits hätten wir halt 2€ + 50 Punkte (5€) wenn wir einfach 10 sagen ja, lass uns bei 10 bleiben. haben wir mehr davon. ok, also 10! beenden!","mir wurde 10 gesagt, dir auch? Ja Also 10 oder gemeinsam betrügen?  dann geben wir das auch so an, wenn sie uns das nächste Mal fragen. Einverstanden? wir können auch beide mehr sagen Die Chance erwischt zu werden ist eher klein, 30 % oder so hm, ja die Frage ist: ist es dir das wert? willst du lieber mit 2 Euro heute nach Hause gehen oder mit mehr? Wenn wir beide 60 sagen und überpruft werden, was käme dann raus@ wenn wir 60 sagen, wird uns die differenz zu 10 abgezogen: also -50. dann hätten wir gar nichts mehr, weil wir ja 40 bekommen und 10 für die  überstunden Hast recht. Lohnt sich eher nicht Also 10 OK? Chat beenden? also ich könnte mich noch drauf einlassen, 20 zu sagen. dann würden uns maximal 10 abgezogen werden. dann hätten wir immer noch 2€ + 40 punkte (=4 €) Ach was. Sinnlos. Bleiben wir bei 10 aber andererseits hätten wir halt 2€ + 50 Punkte (5€) wenn wir einfach 10 sagen ja, lass uns bei 10 bleiben. haben wir mehr davon. Beenden? ok, also 10! beenden!","mir wurde 10 gesagt, dir auch? Ja Also 10 oder gemeinsam betrügen?  dann geben wir das auch so an, wenn sie uns das nächste Mal fragen. Einverstanden? wir können auch beide mehr sagen Die Chance erwischt zu werden ist eher klein, 30 % oder so hm, ja die Frage ist: ist es dir das wert? willst du lieber mit 2 Euro heute nach Hause gehen oder mit mehr? Wenn wir beide 60 sagen und überpruft werden, was käme dann raus@ wenn wir 60 sagen, wird uns die differenz zu 10 abgezogen: also -50. dann hätten wir gar nichts mehr, weil wir ja 40 bekommen und 10 für die  überstunden Hast recht. Lohnt sich eher nicht Also 10 OK? Chat beenden? also ich könnte mich noch drauf einlassen, 20 zu sagen. dann würden uns maximal 10 abgezogen werden. dann hätten wir immer noch 2€ + 40 punkte (=4 €) Ach was. Sinnlos. Bleiben wir bei 10 aber andererseits hätten wir halt 2€ + 50 Punkte (5€) wenn wir einfach 10 sagen ja, lass uns bei 10 bleiben. haben wir mehr davon. Beenden? ok, also 10! beenden!"
2fvsvfr4,an25e9i7,18,10.0,True,an25e9i718,18-FHM-62,"Ja Also 10 oder gemeinsam betrügen?  Die Chance erwischt zu werden ist eher klein, 30 % oder so Wenn wir beide 60 sagen und überpruft werden, was käme dann raus@ Hast recht. Lohnt sich eher nicht Also 10 OK? Chat beenden? Ach was. Sinnlos. Bleiben wir bei 10 Beenden?","mir wurde 10 gesagt, dir auch? Ja Also 10 oder gemeinsam betrügen?  dann geben wir das auch so an, wenn sie uns das nächste Mal fragen. Einverstanden? wir können auch beide mehr sagen Die Chance erwischt zu werden ist eher klein, 30 % oder so hm, ja die Frage ist: ist es dir das wert? willst du lieber mit 2 Euro heute nach Hause gehen oder mit mehr? Wenn wir beide 60 sagen und überpruft werden, was käme dann raus@ wenn wir 60 sagen, wird uns die differenz zu 10 abgezogen: also -50. dann hätten wir gar nichts mehr, weil wir ja 40 bekommen und 10 für die  überstunden Hast recht. Lohnt sich eher nicht Also 10 OK? Chat beenden? also ich könnte mich noch drauf einlassen, 20 zu sagen. dann würden uns maximal 10 abgezogen werden. dann hätten wir immer noch 2€ + 40 punkte (=4 €) Ach was. Sinnlos. Bleiben wir bei 10 aber andererseits hätten wir halt 2€ + 50 Punkte (5€) wenn wir einfach 10 sagen ja, lass uns bei 10 bleiben. haben wir mehr davon. Beenden? ok, also 10! beenden!","mir wurde 10 gesagt, dir auch? Ja Also 10 oder gemeinsam betrügen?  dann geben wir das auch so an, wenn sie uns das nächste Mal fragen. Einverstanden? wir können auch beide mehr sagen Die Chance erwischt zu werden ist eher klein, 30 % oder so hm, ja die Frage ist: ist es dir das wert? willst du lieber mit 2 Euro heute nach Hause gehen oder mit mehr? Wenn wir beide 60 sagen und überpruft werden, was käme dann raus@ wenn wir 60 sagen, wird uns die differenz zu 10 abgezogen: also -50. dann hätten wir gar nichts mehr, weil wir ja 40 bekommen und 10 für die  überstunden Hast recht. Lohnt sich eher nicht Also 10 OK? Chat beenden? also ich könnte mich noch drauf einlassen, 20 zu sagen. dann würden uns maximal 10 abgezogen werden. dann hätten wir immer noch 2€ + 40 punkte (=4 €) Ach was. Sinnlos. Bleiben wir bei 10 aber andererseits hätten wir halt 2€ + 50 Punkte (5€) wenn wir einfach 10 sagen ja, lass uns bei 10 bleiben. haben wir mehr davon. Beenden? ok, also 10! beenden!"
3bshygth,an25e9i7,19,10.0,True,an25e9i719,18-FHM-63,Hallo sind wir ehrlich? ich würde sagen ja dann ist ja alles klar ja,Hallo Hallo  Geben wir 10 Überstunden an?  sind wir ehrlich? ich würde sagen ja ja würde ich auch sagen  dann ist ja alles klar sollen wir dann direkt weiter machen?  ja,Hallo Hallo  Geben wir 10 Überstunden an?  sind wir ehrlich? ich würde sagen ja ja würde ich auch sagen  dann ist ja alles klar sollen wir dann direkt weiter machen?  ja
6b1c45zp,an25e9i7,19,10.0,True,an25e9i719,18-FHM-63,Hallo  Geben wir 10 Überstunden an?  ja würde ich auch sagen  sollen wir dann direkt weiter machen? ,Hallo Hallo  Geben wir 10 Überstunden an?  sind wir ehrlich? ich würde sagen ja ja würde ich auch sagen  dann ist ja alles klar sollen wir dann direkt weiter machen?  ja,Hallo Hallo  Geben wir 10 Überstunden an?  sind wir ehrlich? ich würde sagen ja ja würde ich auch sagen  dann ist ja alles klar sollen wir dann direkt weiter machen?  ja
z0v3atma,an25e9i7,20,60.0,True,an25e9i720,18-FHM-64,hoch pokern? okay  ja,hoch pokern? find ich gut also direkt 60 angeben okay  gut dann verlass ich jetzt den chat ja,hoch pokern? find ich gut also direkt 60 angeben okay  gut dann verlass ich jetzt den chat ja
2nyqtb3t,an25e9i7,20,60.0,True,an25e9i720,18-FHM-64,find ich gut also direkt 60 angeben gut dann verlass ich jetzt den chat,hoch pokern? find ich gut also direkt 60 angeben okay  gut dann verlass ich jetzt den chat ja,hoch pokern? find ich gut also direkt 60 angeben okay  gut dann verlass ich jetzt den chat ja
shjkiz4j,an25e9i7,21,60.0,True,an25e9i721,18-FHM-65,"Hey Ich würde aufjedenfall 60 Überstunden angeben...  Bei 10 Überstunden kriegen wir gerade mal einen Euro, dafür ""lohnt"" es sich hier nicht ehrlich zu sein. Die Wahrscheinlichkeit überprüft zu werden beträgt ja nur 25% Wäre für mich eine Abwägung gewesen Bei 30-60 Überstunden wäre ich ehrlich gewesen  Gut, also geben wir 60 an?  Eine Freude Geschäfte gemacht zu haben :-D Tschau","Hallo! Hey Ich würde aufjedenfall 60 Überstunden angeben...  Bei 10 Überstunden kriegen wir gerade mal einen Euro, dafür ""lohnt"" es sich hier nicht ehrlich zu sein. Die Wahrscheinlichkeit überprüft zu werden beträgt ja nur 25% Aha, wollte gerade allgemein fragen ob wir ehrlich sind oder nicht Wäre für mich eine Abwägung gewesen Okay, verstehe. Gehe ich mit Bei 30-60 Überstunden wäre ich ehrlich gewesen  Gut, also geben wir 60 an?  Jo Na dann, sehen wir gleich was daraus wird Tschüss Eine Freude Geschäfte gemacht zu haben :-D Tschau","Hallo! Hey Ich würde aufjedenfall 60 Überstunden angeben...  Bei 10 Überstunden kriegen wir gerade mal einen Euro, dafür ""lohnt"" es sich hier nicht ehrlich zu sein. Die Wahrscheinlichkeit überprüft zu werden beträgt ja nur 25% Aha, wollte gerade allgemein fragen ob wir ehrlich sind oder nicht Wäre für mich eine Abwägung gewesen Okay, verstehe. Gehe ich mit Bei 30-60 Überstunden wäre ich ehrlich gewesen  Gut, also geben wir 60 an?  Jo Na dann, sehen wir gleich was daraus wird Tschüss Eine Freude Geschäfte gemacht zu haben :-D Tschau"
adb8zmsr,an25e9i7,21,60.0,True,an25e9i721,18-FHM-65,"Hallo! Aha, wollte gerade allgemein fragen ob wir ehrlich sind oder nicht Okay, verstehe. Gehe ich mit Jo Na dann, sehen wir gleich was daraus wird Tschüss","Hallo! Hey Ich würde aufjedenfall 60 Überstunden angeben...  Bei 10 Überstunden kriegen wir gerade mal einen Euro, dafür ""lohnt"" es sich hier nicht ehrlich zu sein. Die Wahrscheinlichkeit überprüft zu werden beträgt ja nur 25% Aha, wollte gerade allgemein fragen ob wir ehrlich sind oder nicht Wäre für mich eine Abwägung gewesen Okay, verstehe. Gehe ich mit Bei 30-60 Überstunden wäre ich ehrlich gewesen  Gut, also geben wir 60 an?  Jo Na dann, sehen wir gleich was daraus wird Tschüss Eine Freude Geschäfte gemacht zu haben :-D Tschau","Hallo! Hey Ich würde aufjedenfall 60 Überstunden angeben...  Bei 10 Überstunden kriegen wir gerade mal einen Euro, dafür ""lohnt"" es sich hier nicht ehrlich zu sein. Die Wahrscheinlichkeit überprüft zu werden beträgt ja nur 25% Aha, wollte gerade allgemein fragen ob wir ehrlich sind oder nicht Wäre für mich eine Abwägung gewesen Okay, verstehe. Gehe ich mit Bei 30-60 Überstunden wäre ich ehrlich gewesen  Gut, also geben wir 60 an?  Jo Na dann, sehen wir gleich was daraus wird Tschüss Eine Freude Geschäfte gemacht zu haben :-D Tschau"
eaen0n98,zxktguam,1,30.0,True,zxktguam1,19-FHM-66,"Hm, ich überlege noch. Offiziell haben wir 10 Ja, auf jeden Fall Hmmmm 20 wäre die sichere Wahl, wenn wir die Grundvergütung nicht kompromittieren wollen Aber 30 klingt auch nicht verkehrt 30 dann? gut dann geh ich jetzt raus","Guten Morgen, wieviele Überstunden willst du/sie angeben? Hm, ich überlege noch. Was steht denn zur Auswahl? Offiziell haben wir 10 Jap Würde einheitliche Zahlen angeben wenn man höher setzt vorschlagen? Ja, auf jeden Fall Vielleicht 30? Hmmmm Oder lieber weniger/mehr? 20 wäre die sichere Wahl, wenn wir die Grundvergütung nicht kompromittieren wollen Ok ja passt Aber 30 klingt auch nicht verkehrt Haha mir ist das egal 30 dann? Ok gerne gut dann geh ich jetzt raus Jap","Guten Morgen, wieviele Überstunden willst du/sie angeben? Hm, ich überlege noch. Was steht denn zur Auswahl? Offiziell haben wir 10 Jap Würde einheitliche Zahlen angeben wenn man höher setzt vorschlagen? Ja, auf jeden Fall Vielleicht 30? Hmmmm Oder lieber weniger/mehr? 20 wäre die sichere Wahl, wenn wir die Grundvergütung nicht kompromittieren wollen Ok ja passt Aber 30 klingt auch nicht verkehrt Haha mir ist das egal 30 dann? Ok gerne gut dann geh ich jetzt raus Jap"
l1xl45nh,zxktguam,1,30.0,True,zxktguam1,19-FHM-66,"Guten Morgen, wieviele Überstunden willst du/sie angeben? Was steht denn zur Auswahl? Jap Würde einheitliche Zahlen angeben wenn man höher setzt vorschlagen? Vielleicht 30? Oder lieber weniger/mehr? Ok ja passt Haha mir ist das egal Ok gerne Jap","Guten Morgen, wieviele Überstunden willst du/sie angeben? Hm, ich überlege noch. Was steht denn zur Auswahl? Offiziell haben wir 10 Jap Würde einheitliche Zahlen angeben wenn man höher setzt vorschlagen? Ja, auf jeden Fall Vielleicht 30? Hmmmm Oder lieber weniger/mehr? 20 wäre die sichere Wahl, wenn wir die Grundvergütung nicht kompromittieren wollen Ok ja passt Aber 30 klingt auch nicht verkehrt Haha mir ist das egal 30 dann? Ok gerne gut dann geh ich jetzt raus Jap","Guten Morgen, wieviele Überstunden willst du/sie angeben? Hm, ich überlege noch. Was steht denn zur Auswahl? Offiziell haben wir 10 Jap Würde einheitliche Zahlen angeben wenn man höher setzt vorschlagen? Ja, auf jeden Fall Vielleicht 30? Hmmmm Oder lieber weniger/mehr? 20 wäre die sichere Wahl, wenn wir die Grundvergütung nicht kompromittieren wollen Ok ja passt Aber 30 klingt auch nicht verkehrt Haha mir ist das egal 30 dann? Ok gerne gut dann geh ich jetzt raus Jap"
1s9m0mp0,zxktguam,2,10.0,True,zxktguam2,19-FHM-67,"Hallo, wie gehen wir vor? so wie ich es Verstanden habe, geht es um Risiko abschätzung? also lügen wir und nehmen das risiko einer überprüfung + abzug in kauf? oder sind wir ehrlich? umso höher wir lügen, umso mehr können wir extra verdienen, aber umso höher könnte auch der Abzug bei überprüfung sein? ok aber dann bekommen wir halt jeder nur 1€ mehr und haben insgesamt 3€ verdient für das hier finde persönlich es ist wert das risik einzugehen müssen ja nicht total übertreiben  achso hups, man merkt ich bin mathe ass hahaha also wärst du dabei ein bisschen nach oben zu gehen? oder bleiben wir bei jeder 10? Okay, ist ja kein Problem. Hauptsache wir geben das gleiche an :)  Dann lass uns jeder 10 sagen  dann beende ich mal den chat? Gut, schönen Tag noch :)","Hallo Hallo, wie gehen wir vor? so wie ich es Verstanden habe, geht es um Risiko abschätzung? also lügen wir und nehmen das risiko einer überprüfung + abzug in kauf? oder sind wir ehrlich? umso höher wir lügen, umso mehr können wir extra verdienen, aber umso höher könnte auch der Abzug bei überprüfung sein? hmm, luegen gefaellt mir im generellen nicht risiko sofern wir uebereinstimmen ist 33% ok aber dann bekommen wir halt jeder nur 1€ mehr und haben insgesamt 3€ verdient für das hier finde persönlich es ist wert das risik einzugehen müssen ja nicht total übertreiben  ne eas waere 7 insgesamt achso hups, man merkt ich bin mathe ass hahaha es waere* ich habe die frage falsch beantwortet im test also wärst du dabei ein bisschen nach oben zu gehen? oder bleiben wir bei jeder 10? ne eher nicht, aus prinzip halt,entschuldigung Okay, ist ja kein Problem. Hauptsache wir geben das gleiche an :)  Dann lass uns jeder 10 sagen  dann beende ich mal den chat? ok Gut, schönen Tag noch :)","Hallo Hallo, wie gehen wir vor? so wie ich es Verstanden habe, geht es um Risiko abschätzung? also lügen wir und nehmen das risiko einer überprüfung + abzug in kauf? oder sind wir ehrlich? umso höher wir lügen, umso mehr können wir extra verdienen, aber umso höher könnte auch der Abzug bei überprüfung sein? hmm, luegen gefaellt mir im generellen nicht risiko sofern wir uebereinstimmen ist 33% ok aber dann bekommen wir halt jeder nur 1€ mehr und haben insgesamt 3€ verdient für das hier finde persönlich es ist wert das risik einzugehen müssen ja nicht total übertreiben  ne eas waere 7 insgesamt achso hups, man merkt ich bin mathe ass hahaha es waere* ich habe die frage falsch beantwortet im test also wärst du dabei ein bisschen nach oben zu gehen? oder bleiben wir bei jeder 10? ne eher nicht, aus prinzip halt,entschuldigung Okay, ist ja kein Problem. Hauptsache wir geben das gleiche an :)  Dann lass uns jeder 10 sagen  dann beende ich mal den chat? ok Gut, schönen Tag noch :)"
lkr7e2lx,zxktguam,2,10.0,True,zxktguam2,19-FHM-67,"Hallo hmm, luegen gefaellt mir im generellen nicht risiko sofern wir uebereinstimmen ist 33% ne eas waere 7 insgesamt es waere* ich habe die frage falsch beantwortet im test ne eher nicht, aus prinzip halt,entschuldigung ok","Hallo Hallo, wie gehen wir vor? so wie ich es Verstanden habe, geht es um Risiko abschätzung? also lügen wir und nehmen das risiko einer überprüfung + abzug in kauf? oder sind wir ehrlich? umso höher wir lügen, umso mehr können wir extra verdienen, aber umso höher könnte auch der Abzug bei überprüfung sein? hmm, luegen gefaellt mir im generellen nicht risiko sofern wir uebereinstimmen ist 33% ok aber dann bekommen wir halt jeder nur 1€ mehr und haben insgesamt 3€ verdient für das hier finde persönlich es ist wert das risik einzugehen müssen ja nicht total übertreiben  ne eas waere 7 insgesamt achso hups, man merkt ich bin mathe ass hahaha es waere* ich habe die frage falsch beantwortet im test also wärst du dabei ein bisschen nach oben zu gehen? oder bleiben wir bei jeder 10? ne eher nicht, aus prinzip halt,entschuldigung Okay, ist ja kein Problem. Hauptsache wir geben das gleiche an :)  Dann lass uns jeder 10 sagen  dann beende ich mal den chat? ok Gut, schönen Tag noch :)","Hallo Hallo, wie gehen wir vor? so wie ich es Verstanden habe, geht es um Risiko abschätzung? also lügen wir und nehmen das risiko einer überprüfung + abzug in kauf? oder sind wir ehrlich? umso höher wir lügen, umso mehr können wir extra verdienen, aber umso höher könnte auch der Abzug bei überprüfung sein? hmm, luegen gefaellt mir im generellen nicht risiko sofern wir uebereinstimmen ist 33% ok aber dann bekommen wir halt jeder nur 1€ mehr und haben insgesamt 3€ verdient für das hier finde persönlich es ist wert das risik einzugehen müssen ja nicht total übertreiben  ne eas waere 7 insgesamt achso hups, man merkt ich bin mathe ass hahaha es waere* ich habe die frage falsch beantwortet im test also wärst du dabei ein bisschen nach oben zu gehen? oder bleiben wir bei jeder 10? ne eher nicht, aus prinzip halt,entschuldigung Okay, ist ja kein Problem. Hauptsache wir geben das gleiche an :)  Dann lass uns jeder 10 sagen  dann beende ich mal den chat? ok Gut, schönen Tag noch :)"
4x69ylbi,zxktguam,3,10.0,True,zxktguam3,19-FHM-68,"Hey, wollen wir beide das korrekte Ergebnis, also 10 angeben? mehr angeben lohnt irgendwie im Hinblick auf die Strafe nicht  alles klar, super","Also 10 sind jetzt leider nicht so viel, aber ich würde einfach trotzdem 10 angeben, die Marge um was zu verlieren ist da leider nicht besonders groß Hey, wollen wir beide das korrekte Ergebnis, also 10 angeben? mehr angeben lohnt irgendwie im Hinblick auf die Strafe nicht  Jep, perfekt  alles klar, super Cool, dann gehen wir jetzt beide auf chat beenden?","Also 10 sind jetzt leider nicht so viel, aber ich würde einfach trotzdem 10 angeben, die Marge um was zu verlieren ist da leider nicht besonders groß Hey, wollen wir beide das korrekte Ergebnis, also 10 angeben? mehr angeben lohnt irgendwie im Hinblick auf die Strafe nicht  Jep, perfekt  alles klar, super Cool, dann gehen wir jetzt beide auf chat beenden?"
tbg1myry,zxktguam,3,10.0,True,zxktguam3,19-FHM-68,"Also 10 sind jetzt leider nicht so viel, aber ich würde einfach trotzdem 10 angeben, die Marge um was zu verlieren ist da leider nicht besonders groß Jep, perfekt  Cool, dann gehen wir jetzt beide auf chat beenden?","Also 10 sind jetzt leider nicht so viel, aber ich würde einfach trotzdem 10 angeben, die Marge um was zu verlieren ist da leider nicht besonders groß Hey, wollen wir beide das korrekte Ergebnis, also 10 angeben? mehr angeben lohnt irgendwie im Hinblick auf die Strafe nicht  Jep, perfekt  alles klar, super Cool, dann gehen wir jetzt beide auf chat beenden?","Also 10 sind jetzt leider nicht so viel, aber ich würde einfach trotzdem 10 angeben, die Marge um was zu verlieren ist da leider nicht besonders groß Hey, wollen wir beide das korrekte Ergebnis, also 10 angeben? mehr angeben lohnt irgendwie im Hinblick auf die Strafe nicht  Jep, perfekt  alles klar, super Cool, dann gehen wir jetzt beide auf chat beenden?"
lrncam5g,zxktguam,4,,False,zxktguam4,,,,
n3jz0byq,zxktguam,4,,False,zxktguam4,,,,
6n0wb2yv,zxktguam,5,20.0,True,zxktguam5,19-FHM-70,"Macht es nicht Sinn 20 Anzugeben?  Werden wir kontrolliert werden uns 10 Punkte abgezogen das heißt wir kommen bei +/- Null raus Die 40 Grundvergütung behalten wir ja.  Ja, wenn... Die Nummer ist halt sicherer. Top!","Hallo! Wie viele Überstunden sollen wir angeben? Macht es nicht Sinn 20 Anzugeben?  Werden wir kontrolliert werden uns 10 Punkte abgezogen das heißt wir kommen bei +/- Null raus Die 40 Grundvergütung behalten wir ja.  Man könnte halt noch mehr Gewinn machen, wenn man nicht kontrolliert wird Dann ist halt das Risiko größer Ja, wenn... Hm, ok dann 20 Die Nummer ist halt sicherer. Ist ok ;) Hast recht Top!","Hallo! Wie viele Überstunden sollen wir angeben? Macht es nicht Sinn 20 Anzugeben?  Werden wir kontrolliert werden uns 10 Punkte abgezogen das heißt wir kommen bei +/- Null raus Die 40 Grundvergütung behalten wir ja.  Man könnte halt noch mehr Gewinn machen, wenn man nicht kontrolliert wird Dann ist halt das Risiko größer Ja, wenn... Hm, ok dann 20 Die Nummer ist halt sicherer. Ist ok ;) Hast recht Top!"
